Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"1379767","","TNT Learning Academy","12031 BLUE MOUNTAIN DR ","HOUSTON","TX","77067","HARRIS",281-836-5631,"Licensed Child-Care Home","Full Permit",4/25/2012,12,"tntlearningacademy@yahoo.com","945929","","Y","Y","Y","Y"
"1709589","","To Thi Ho","16711 NEW MARKET LN ","HOUSTON","TX","77083","HARRIS",832-661-5759,"Registered Child-Care Home","Registered",9/1/2020,9,"","1358436","","Y","Y","Y","Y"
"831308","","Tobias Early Learning Center","1005 F M 150 E ","KYLE","TX","78640","HAYS",512-268-8437,"Licensed Center - Child Care Program","Full Permit",2/4/2004,34,"lesley.islas@hayscisd.net","233035","","Y","Y","Y","Y"
"1700359","","Tobias International EAC YMCA","1005 E FM 150 ","KYLE","TX","78640","HAYS",512-472-9402,"Licensed Center - School Age Program","Full Permit",1/6/2020,102,"","1344025","","N","N","Y","Y"
"1619101","","Today's Kids Academy, LLC","10776 N BEACH ST ","FORT WORTH","TX","76244","TARRANT",817-431-2308,"Licensed Center - Child Care Program","Full Permit",3/22/2017,78,"info@todayskidsacademy.com","1236601","","Y","Y","Y","Y"
"554349","","Todays Child","7026 W FUQUA DR ","MISSOURI CITY","TX","77489","FORT BEND",281-437-1508,"Licensed Center - Child Care Program","Full Permit",3/5/2002,113,"crivers1@sbcglobal.net","169526","","Y","Y","Y","Y"
"859022","","Todays Child Day Care","9908 DESSAU RD ","AUSTIN","TX","78754","TRAVIS",512-836-4547,"Licensed Center - Child Care Program","Full Permit",4/19/2006,47,"","292376","","Y","Y","Y","Y"
"60428","","Toddler House 5","150 E WEST RD ","HOUSTON","TX","77060","HARRIS",281-448-0515,"Licensed Center - Child Care Program","Full Permit",5/28/1987,75,"thetoddlerhouse@sbcglobal.net","95358","","Y","Y","Y","Y"
"61139","","Toddler House INC No 4","2215 W 34TH ST ","HOUSTON","TX","77018","HARRIS",713-681-3422,"Licensed Center - Child Care Program","Full Permit",3/18/1987,140,"thetoddlerhouse@att.net","95407","","Y","Y","Y","Y"
"118950","","Toddler House No 6","6606 W 43RD ST ","HOUSTON","TX","77092","HARRIS",713-462-5093,"Licensed Center - Child Care Program","Full Permit",4/24/1987,125,"thetoddlerhouse@sbcglobal.net","96256","","Y","Y","Y","Y"
"1707934","","Toddler Town","355 LAKE ST ","BRIDGE CITY","TX","77611","ORANGE",214-673-2351,"Licensed Child-Care Home","Full Permit",12/3/2020,12,"amy_carden71@yahoo.com","1355648","","Y","Y","Y","Y"
"1684635","","Toddler Town LLC","111 N AVENUE H ","POST","TX","79356","GARZA",806-495-1915,"Licensed Center - Child Care Program","Full Permit",7/9/2019,34,"","1321637","","Y","Y","Y","Y"
"550391","","Toddler University","4221 OLD LA BLANCA RD ","DONNA","TX","78537","HIDALGO",956-464-9483,"Licensed Child-Care Home","Full Permit",12/21/2000,12,"toddler2000@hotmail.com","166373","","Y","Y","Y","Y"
"1660098","","Toddlers Learning Clubhouse","7300 SAFFRON ST ","AUSTIN","TX","78749","TRAVIS",512-892-6915,"Licensed Child-Care Home","Full Permit",2/5/2018,12,"","1286658","","Y","Y","Y","Y"
"1696908","","Toddlers Tool Box Learning Center","18703 ABIDING CT ","HOUSTON","TX","77073","HARRIS",346-757-8836,"Licensed Child-Care Home","Full Permit",7/16/2020,12,"","1338803","","Y","Y","Y","Y"
"506118","","Toddlin' Time","502 N DOWLING ST ","HALLETTSVILLE","TX","77964","LAVACA",361-798-4100,"Licensed Child-Care Home","Full Permit",1/16/1998,12,"michaelprasek65@yahoo.com","134477","","Y","Y","Y","Y"
"225804","","Toepperwein Road KinderCare","11501 TOEPPERWEIN RD ","LIVE OAK","TX","78233","BEXAR",210-653-8255,"Licensed Center - Child Care Program","Full Permit",6/26/1987,140,"","103241","","Y","Y","Y","Y"
"835275","","Together Program Daycare","6951 PRIVATE ROAD 3547 ","QUINLAN","TX","75474","HUNT",903-883-0572,"Licensed Center - Child Care Program","Full Permit",2/5/2004,133,"nshaddox@armsofhope.org","241674","","Y","Y","Y","Y"
"1671931","","Tolar Small Steps Child Care and Early Learning Center","9010 W US HIGHWAY 377 ","TOLAR","TX","76476","HOOD",817-894-4412,"Licensed Center - Child Care Program","Full Permit",8/30/2018,80,"","1303443","","Y","Y","Y","Y"
"1711474","","Tom Dai Nguyen","8014 IVY BUSH BEND LN ","RICHMOND","TX","77407","FORT BEND",832-260-8714,"Registered Child-Care Home","Registered",9/22/2020,12,"","1361341","","N","N","N","Y"
"1700118","","Tom Green EAC YMCA","1301 OLD GOFORTH RD ","BUDA","TX","78610","HAYS",512-472-9402,"Licensed Center - School Age Program","Full Permit",1/3/2020,85,"","1343741","","N","N","Y","Y"
"1057606","5531","Tom Lea Elementary After School","4851 MARCUS URIBE DR ","EL PASO","TX","79934","EL PASO",915-519-0000,"Licensed Center - Before/After School Program","Full Permit",4/30/2010,50,"bgc@ywcaelpaso.org","550348","","N","N","Y","Y"
"514970","","TOMASA ARIZA","15946 MANFIELD DR ","HOUSTON","TX","77082","HARRIS",281-497-1759,"Registered Child-Care Home","Registered",5/20/1995,12,"","140817","","Y","Y","Y","Y"
"1626436","","Tomorrow's Future Learning Center","2138 MOTLEY DR ","MESQUITE","TX","75150","DALLAS",972-279-1500,"Licensed Center - Child Care Program","Full Permit",6/23/2016,116,"","1245193","","Y","Y","Y","Y"
"531794","","Tomorrow's Promise","2817 OLD HOUSTON RD ","HUNTSVILLE","TX","77340","WALKER",936-435-0303,"Licensed Center - Child Care Program","Full Permit",5/3/2000,255,"tpms1@msn.com","151975","","Y","Y","Y","Y"
"1042866","","Tomorrow's Promise Preschool","22548 HIGHWAY 105 W ","MONTGOMERY","TX","77356","MONTGOMERY",936-597-6862,"Licensed Center - Child Care Program","Full Permit",3/16/2010,81,"","533128","","Y","Y","Y","N"
"1446307","","Tomorrows Future Development Ctr","8514 C E KING PKWY STE F","HOUSTON","TX","77044","HARRIS",281-459-1000,"Licensed Center - Child Care Program","Full Permit",11/15/2012,112,"","1025269","","Y","Y","Y","Y"
"1077286","","Tomorrows Treasures","99 E RIPLEY ST ","COLEMAN","TX","76834","COLEMAN",325-625-2200,"Licensed Center - Child Care Program","Full Permit",6/29/2010,64,"patti_l_amador@yahoo.com","573948","","Y","Y","Y","Y"
"863354","","Tonae's Learning Center","3800 ALTAMESA BLVD ","FORT WORTH","TX","76133","TARRANT",817-292-5109,"Licensed Center - Child Care Program","Full Permit",4/4/2007,128,"joycelyn.brooks@yahoo.com","300492","","Y","Y","Y","Y"
"1280846","","Toni Draper","180 S AVENUE M ","CRAWFORD","TX","76638","MCLENNAN",254-653-7467,"Registered Child-Care Home","Registered",5/6/2011,12,"","824288","","Y","Y","Y","Y"
"880854","","Tonis Fun  Learning Program","9102 SAUTELLE LN ","AUSTIN","TX","78749","TRAVIS",512-296-2896,"Licensed Child-Care Home","Full Permit",3/28/2008,12,"toni.bingham@gmail.com","327879","","Y","Y","Y","Y"
"1664028","","Tonisha Francis","2931 WOOD LAKE TRL ","GRAND PRAIRIE","TX","75054","TARRANT",469-271-9187,"Registered Child-Care Home","Registered",12/13/2017,4,"","1292371","","Y","Y","Y","Y"
"1703645","","Tony Little Clubhouse","6909 SCYENE RD ","DALLAS","TX","75227","DALLAS",972-773-9161,"Licensed Center - Child Care Program","Full Permit",9/21/2020,41,"director@tonyslittleclubhouse.com","1348790","","Y","Y","Y","Y"
"869876","","Tony's Playhouse Discover Center","1929 PECAN BLVD ","MCALLEN","TX","78501","HIDALGO",956-971-8669,"Licensed Center - Child Care Program","Full Permit",3/28/2007,168,"","311799","","Y","Y","Y","Y"
"550150","","Tonya Deadmon","4110 RUSTIC TRL ","BALCH SPRINGS","TX","75180","DALLAS",972-286-2689,"Registered Child-Care Home","Registered",4/27/2000,12,"","166180","","Y","Y","Y","Y"
"406743","","Tonya Hubbard","742 ELM ST ","COLORADO CITY","TX","79512","MITCHELL",325-242-1296,"Registered Child-Care Home","Registered",4/26/1991,12,"honeybear1296@gmail.com","119982","","Y","Y","Y","Y"
"1703227","","Tootsie Daycare","120 BRYSON BND ","LIBERTY HILL","TX","78642","WILLIAMSON",512-577-3748,"Licensed Child-Care Home","Full Permit",1/27/2021,12,"momsmilam@hotmail.com","1348101","","Y","Y","Y","Y"
"1703029","","Top Kids Bilingual PreSchool Caddo Mills, Inc","3061 STATE HIGHWAY 66 ","CADDO MILLS","TX","75135","HUNT",903-527-2140,"Licensed Center - Child Care Program","Full Permit",7/21/2020,85,"","1347742","","Y","Y","Y","Y"
"1368826","","Top of the World Preschool","451 S LAKE FOREST DR ","MCKINNEY","TX","75072","COLLIN",972-529-1466,"Licensed Center - Child Care Program","Full Permit",9/30/2011,140,"","933528","","Y","Y","Y","Y"
"1707782","","Topcare","1216 RIO VISTA DR ","DESOTO","TX","75115","DALLAS",925-482-7571,"Licensed Child-Care Home","Full Permit",1/22/2021,12,"topcareadventure@gmail.com","1355407","","N","Y","Y","Y"
"132548","","Torah Day School","10900 FONDREN RD ","HOUSTON","TX","77096","HARRIS",713-777-2000,"Licensed Center - Child Care Program","Full Permit",4/6/1986,60,"","96789","","N","Y","Y","Y"
"1708544","","Torah Day School of Dallas","6324 CHURCHILL WAY ","DALLAS","TX","75230","DALLAS",972-964-0090,"Licensed Center - Child Care Program","Full Permit",9/2/2020,55,"","1356581","","N","Y","Y","Y"
"1693637","","Toris Tots","4608 RICHMOND AVE ","AUSTIN","TX","78745","TRAVIS",512-963-9297,"Licensed Child-Care Home","Full Permit",1/29/2020,12,"victoriaburke512@gmail.com","1334426","","Y","Y","Y","Y"
"1497020","","Torris Tots","11836 INDIAN PONY WAY ","FORT WORTH","TX","76244","TARRANT",817-832-3781,"Licensed Child-Care Home","Full Permit",5/20/2013,12,"","1090222","","Y","Y","Y","Y"
"882571","","Tot City Child Care","3700 KELLY ST ","VERNON","TX","76384","WILBARGER",940-553-1312,"Licensed Center - Child Care Program","Full Permit",11/26/2007,51,"","331292","","N","Y","Y","Y"
"842575","","Tot Spot Learning Center","6503 S FLORES ST ","SAN ANTONIO","TX","78214","BEXAR",210-932-2610,"Licensed Center - Child Care Program","Full Permit",11/15/2004,34,"totspotchildcare@aol.com","257924","","Y","Y","Y","Y"
"1527595","","Tot Thi Nguyen","6307 MERRITT WAY CT ","ARLINGTON","TX","76018","TARRANT",682-472-0365,"Registered Child-Care Home","Registered",12/17/2013,12,"","1127834","","Y","Y","Y","Y"
"811377","","Tot Thi Tran","3356 SAGEBRUSH DR ","GRAND PRAIRIE","TX","75052","TARRANT",214-235-0984,"Registered Child-Care Home","Registered",11/26/2001,12,"","194323","","Y","Y","Y","Y"
"1681839","","Tot Town 3 Child Development Center","2490 N 11TH ST ","BEAUMONT","TX","77703","JEFFERSON",409-860-8033,"Licensed Center - Child Care Program","Full Permit",4/2/2019,137,"tottownkids123@gmail.com","1317467","","Y","Y","Y","Y"
"1342186","","Tot Town I Child Development Center","1255 BROADWAY ST ","BEAUMONT","TX","77701","JEFFERSON",409-832-2163,"Licensed Center - Child Care Program","Full Permit",7/20/2011,109,"tottownkids123@gmail.com","901908","","Y","Y","Y","Y"
"1342206","","Tot Town II Child Development Center","2945 GILBERT ST ","BEAUMONT","TX","77701","JEFFERSON",409-833-2163,"Licensed Center - Child Care Program","Full Permit",7/20/2011,142,"tottownkids123@gmail.com","901948","","Y","Y","Y","Y"
"1699069","","Totally 4 Kids","3405 E CENTRAL TEXAS EXPY ","KILLEEN","TX","76543","BELL",254-833-5522,"Licensed Center - Child Care Program","Full Permit",4/22/2020,90,"","1342174","","Y","Y","Y","Y"
"1614257","","Totally Kids Academy","628 TUMBLEWEED DR ","FORNEY","TX","75126","KAUFMAN",972-564-6677,"Licensed Child-Care Home","Full Permit",8/5/2016,12,"","1230618","","Y","Y","Y","Y"
"1583676","","Totally Kids Home Daycare","188 WESTLAKE BLVD ","EAGLE PASS","TX","78852","MAVERICK",830-352-9581,"Licensed Child-Care Home","Full Permit",3/10/2016,12,"","1197542","","N","Y","Y","Y"
"1711592","","Totally Kids Learning and Development","4020 RHEA RD STE 5A","WICHITA FALLS","TX","76308","WICHITA",940-631-5854,"Licensed Center - Child Care Program","Full Permit",2/22/2021,17,"","1361515","","N","N","Y","Y"
"1707959","","Totally Kids Learning Center","2211 E GRIFFIN PKWY ","MISSION","TX","78572","HIDALGO",956-205-2207,"Licensed Center - Child Care Program","Full Permit",12/23/2020,78,"","1355669","","Y","Y","Y","Y"
"1698156","","Totally Kids Learning Center LLC","509 E KING AVE ","KINGSVILLE","TX","78363","KLEBERG",361-221-8033,"Licensed Center - Child Care Program","Full Permit",7/30/2020,26,"","1340729","","Y","Y","Y","Y"
"1697144","","Totally Kidz Learning Center","2740 W ALTON GLOOR BLVD STE D","BROWNSVILLE","TX","78520","CAMERON",956-551-0636,"Licensed Center - Child Care Program","Full Permit",4/14/2020,53,"totallykidzlc@gmail.com","1339177","","Y","Y","Y","Y"
"1537307","","ToTina  Davis","1024 MEDALIST DR ","DALLAS","TX","75232","DALLAS",214-298-7638,"Registered Child-Care Home","Registered",5/9/2014,12,"","1141597","","Y","Y","Y","Y"
"1717515","","Tots Academy","3136 E COMMERCE ST ","SAN ANTONIO","TX","78220","BEXAR",210-233-8737,"Licensed Center - Child Care Program","Initial",3/31/2021,73,"acrawford@emantot.com","1370942","","Y","Y","Y","Y"
"1496202","","Tots and Tikes Learning Center","411 W MAIN ST ","PORT LAVACA","TX","77979","CALHOUN",361-552-4411,"Licensed Center - Child Care Program","Full Permit",3/25/2013,133,"cobosalex@yahoo.com","1089171","","Y","Y","Y","Y"
"1581554","","Tots Come First Day  Care","1098 3RD ST ","EAGLE PASS","TX","78852","MAVERICK",830-773-2687,"Licensed Child-Care Home","Full Permit",2/17/2016,12,"","1195194","","N","Y","Y","Y"
"545071","","Tots Haven Christian Academy","5216 HELMICK AVE ","FORT WORTH","TX","76107","TARRANT",817-731-2760,"Licensed Center - Child Care Program","Full Permit",3/16/2000,50,"totshavendaycare@sbcglobal.net","162346","","N","Y","Y","Y"
"1597081","","Tots On The Move Child Education Center","1204 CAIN ST ","LUFKIN","TX","75904","ANGELINA",936-633-6867,"Licensed Center - Child Care Program","Full Permit",4/13/2016,45,"","1212913","","Y","Y","Y","Y"
"867834","","Tottenberry's Private School","7302 BROADWAY ST ","PEARLAND","TX","77581","BRAZORIA",281-997-8333,"Licensed Center - Child Care Program","Full Permit",8/31/2007,166,"","308593","","Y","Y","Y","Y"
"1283686","","Touch Of Class Day Care","1019 FRANCITAS DR ","HOUSTON","TX","77038","HARRIS",832-335-3251,"Licensed Child-Care Home","Full Permit",11/4/2011,12,"pastormishathomas@gmail.com","828368","","Y","Y","Y","Y"
"833739","","Town and Country Childrens Montessori Incorporated","3801 KEATS DR ","AUSTIN","TX","78704","TRAVIS",512-442-7722,"Licensed Center - Child Care Program","Full Permit",11/10/2003,125,"swtncmontessori@gmail.com","238111","","Y","Y","Y","Y"
"510217","806","Town Center Elementary at YMCA","185 N HEARTZ RD ","COPPELL","TX","75019","DALLAS",469-276-8334,"Licensed Center - Before/After School Program","Full Permit",2/16/1995,135,"jnewman@ymcadallas.org","137396","","N","N","Y","Y"
"1550807","","Town East Learning Center","2201 GUS THOMASSON RD STE CDE","MESQUITE","TX","75150","DALLAS",972-279-0770,"Licensed Center - Child Care Program","Full Permit",5/6/2015,67,"towneast144@gmail.com","1159992","","Y","Y","Y","Y"
"841003","806","Town North YMCA -The LamplighterSchool","11611 INWOOD RD ","DALLAS","TX","75229","DALLAS",469-276-8334,"Licensed Center - Before/After School Program","Full Permit",2/18/2005,80,"jnewman@ymcadallas.org","254559","","N","N","Y","Y"
"903869","806","Town North YMCA-Arthur Kramer Elementary","7131 MIDBURY DR ","DALLAS","TX","75230","DALLAS",469-276-8334,"Licensed Center - Before/After School Program","Full Permit",4/8/2009,80,"jnewman@ymcadallas.org","365096","","N","N","Y","Y"
"835157","","Toy Box Child Development Center","2203 S AUSTIN ST ","BRENHAM","TX","77833","WASHINGTON",979-836-7910,"Licensed Center - Child Care Program","Full Permit",12/30/2003,125,"","241389","","Y","Y","Y","Y"
"888613","","Toy Town Pre-School","610 S BOYD ST ","LINDALE","TX","75771","SMITH",903-881-9404,"Licensed Center - Child Care Program","Full Permit",1/2/2008,80,"toytownpreschool2006@gmail.com","343682","","Y","Y","Y","Y"
"1694891","","Toya's Precious Jewels Academy","1106 JOHNSTON ST STE 100","MIDLAND","TX","79701","MIDLAND",432-687-1543,"Licensed Center - Child Care Program","Full Permit",1/22/2020,60,"","1336007","","N","Y","Y","Y"
"1597196","","Toys Daycare","3001 N PIEDRAS ST STE B","EL PASO","TX","79930","EL PASO",915-562-3600,"Licensed Center - Child Care Program","Full Permit",3/18/2016,63,"","1213002","","Y","Y","Y","Y"
"554410","","Toyworld Day Care","1810 CHRIS SCOTT DR ","EL PASO","TX","79936","EL PASO",915-857-5186,"Licensed Child-Care Home","Full Permit",11/19/2001,12,"","169575","","Y","Y","Y","Y"
"1330206","","TR Hoover CDC","5106 BEXAR ST ","DALLAS","TX","75215","DALLAS",214-421-2420,"Licensed Center - School Age Program","Full Permit",8/12/2011,40,"","886890","","N","N","Y","Y"
"1684638","","Tracey Siebelt","3014 DIEGO DR ","ROUND ROCK","TX","78665","WILLIAMSON",310-895-3993,"Registered Child-Care Home","Registered",1/25/2019,12,"","1321642","","Y","Y","Y","Y"
"1271346","","Tracis Tots","13408 TAMAYO DR ","AUSTIN","TX","78729","WILLIAMSON",512-426-3447,"Licensed Child-Care Home","Full Permit",9/9/2011,12,"","812808","","Y","Y","Y","Y"
"1687544","","Tracy D Geesing","4406 FM 646 RD N ","SANTA FE","TX","77510","GALVESTON",409-789-6114,"Registered Child-Care Home","Registered",5/6/2020,12,"tgeesing68@yahoo.com","1325629","","Y","Y","Y","Y"
"827197","","Tracy Diane Kurtz","1819 COUNTY ROAD 350 ","SHINER","TX","77984","LAVACA",361-594-2117,"Registered Child-Care Home","Registered",5/31/2003,12,"kurtztracy@yahoo.com","224648","","Y","Y","Y","Y"
"879280","","Tracy Shawn","406 W JEFFERSON AVE ","IOWA PARK","TX","76367","WICHITA",940-733-5519,"Registered Child-Care Home","Registered",9/20/2007,12,"tracysbuckaroos@gmail.com","325082","","Y","Y","Y","Y"
"1706453","","Tracy Valdez","325 ASH CREEK DR W ","AZLE","TX","76020","PARKER",817-913-5070,"Registered Child-Care Home","Registered",6/2/2020,12,"","1353412","","Y","Y","Y","Y"
"1705216","","Tracy Walker","2609 LAGUNA DR ","HARKER HEIGHTS","TX","76548","BELL",254-681-1174,"Registered Child-Care Home","Registered",6/2/2020,12,"","1351455","","Y","Y","Y","Y"
"1690205","","Tracy Yvonne Ravare","13407 WESLEY OAKS DR ","HOUSTON","TX","77085","HARRIS",713-729-1957,"Registered Child-Care Home","Registered",5/21/2019,12,"tracylovebugz@gmail.com","1329809","","Y","Y","Y","Y"
"1688769","","Tracy's Tiny Tots","4209 ROSS ST ","BACLIFF","TX","77518","GALVESTON",281-508-4341,"Licensed Child-Care Home","Full Permit",10/23/2019,12,"trace1313@aol.com","1327584","","Y","Y","Y","Y"
"116542","","Tracys Group Care","198 HOLLAWAY AVE ","LA GRANGE","TX","78945","FAYETTE",979-966-8954,"Licensed Child-Care Home","Full Permit",7/12/1996,12,"","96157","","Y","Y","Y","Y"
"1544220","","Traditions Montessori School","2668 BARRON RD ","COLLEGE STATION","TX","77845","BRAZOS",979-690-7373,"Licensed Center - Child Care Program","Full Permit",8/25/2014,85,"traditionsmontessori@gmail.com","1151587","","N","N","Y","Y"
"1643667","","Trail Lake Montessori Preschool","4201 TRAIL LAKE DR ","FORT WORTH","TX","76109","TARRANT",817-439-9181,"Licensed Center - Child Care Program","Full Permit",9/8/2017,85,"","1266199","","N","Y","Y","Y"
"1529970","","Train up a Child Loving & learning Center","323 BROOKWOOD DR ","DUNCANVILLE","TX","75116","DALLAS",214-538-8808,"Licensed Child-Care Home","Full Permit",7/10/2014,12,"","1131066","","Y","Y","Y","Y"
"878646","","Train-ing Days","8607 PUERTO VIEJO ","LAREDO","TX","78045","WEBB",956-721-6232,"Licensed Child-Care Home","Full Permit",10/13/2008,12,"brenda-alvarez@att.net","323933","","Y","Y","Y","Y"
"1717269","","Train-up a Child Learning Center LLC","9410 ADAMS HILL DR ","SAN ANTONIO","TX","78245","BEXAR",210-675-7731,"Licensed Center - Child Care Program","Full Permit",1/27/2021,50,"Trainup9410@gmail.com","1370549","","Y","Y","Y","Y"
"159308","","Training Depot","2001 E MAIN ST ","CROWLEY","TX","76036","TARRANT",817-297-7003,"Licensed Center - Child Care Program","Full Permit",5/6/1988,250,"rfowler@fwf.org","97886","","Y","Y","Y","Y"
"1497497","","Training Station Child Development Center","3401 W 7TH ST ","TEXARKANA","TX","75501","BOWIE",903-306-1962,"Licensed Center - Child Care Program","Full Permit",2/1/2013,208,"tscdcpreschool@gmail.com","1090910","","N","Y","Y","Y"
"1661913","","Training Wheels Learning Center","5016 COLINAS DR ","LAREDO","TX","78046","WEBB",956-568-1692,"Licensed Child-Care Home","Full Permit",3/6/2018,12,"cuellarjennifer91@yahoo.com","1289295","","Y","Y","Y","Y"
"1717941","","Traiona Johnson","1303 DIAMOND DRAPE DR ","IOWA COLONY","TX","77583","BRAZORIA",832-620-1042,"Registered Child-Care Home","Registered",3/4/2021,12,"","1371687","","Y","Y","Y","Y"
"1226436","","Tram Thi Nguyen","2840 GILLESPIE LN ","GRAND PRAIRIE","TX","75052","TARRANT",817-385-5261,"Registered Child-Care Home","Registered",11/2/2010,12,"","758183","","Y","Y","Y","Y"
"1680707","","Tran Lieu","11402 SAGEHOLLOW LN ","HOUSTON","TX","77089","HARRIS",713-384-4406,"Registered Child-Care Home","Registered",10/2/2018,12,"","1315651","","Y","Y","Y","Y"
"838660","","Trang D Pham","10 PALOMAR DR ","MANVEL","TX","77578","BRAZORIA",281-692-1750,"Registered Child-Care Home","Registered",6/4/2004,12,"","249306","","Y","Y","Y","Y"
"555338","","Trang Diem Nguyen"," ","","","","",,"Registered Child-Care Home","Registered",1/12/2001,12,"","170333","","Y","Y","Y","Y"
"1546945","","Trang Kim Ho","9907 WILLOW CROSSING DR ","HOUSTON","TX","77064","HARRIS",832-640-5207,"Registered Child-Care Home","Registered",8/21/2014,12,"","1154987","","Y","Y","Y","Y"
"513213","","Trang Minh Nguyen","2106 ASPEN LN ","GARLAND","TX","75044","DALLAS",469-235-6834,"Registered Child-Care Home","Registered",6/12/1995,12,"","139531","","Y","Y","Y","Y"
"1536930","","Trang Pham Duong","16111 BROOKSIDE WILLOW LN ","HOUSTON","TX","77084","HARRIS",832-997-1232,"Registered Child-Care Home","Registered",4/25/2014,12,"","1141103","","Y","Y","Y","Y"
"829921","","Trang Thi Nguyen","11710 MULHOLLAND DR ","STAFFORD","TX","77477","FORT BEND",713-885-2876,"Registered Child-Care Home","Registered",7/11/2003,12,"","230192","","Y","Y","Y","Y"
"1664132","","Trang Thi Nguyen","7022 CALADERO DR ","HOUSTON","TX","77083","HARRIS",832-513-8126,"Registered Child-Care Home","Registered",11/30/2017,12,"","1292514","","Y","Y","Y","Y"
"520087","","Trang Thi Tran","3313 JACK ATKINS CT ","HALTOM CITY","TX","76117","TARRANT",817-838-6839,"Registered Child-Care Home","Registered",2/8/1996,12,"","144619","","N","Y","Y","Y"
"896801","","Trang Thuy Bui","1607 BROOKLEAF DR ","ARLINGTON","TX","76018","TARRANT",682-521-3041,"Registered Child-Care Home","Registered",8/6/2008,12,"","356500","","N","Y","Y","Y"
"888283","","Trang Thuy Vu Bui","10414 CLAYBROOK DR ","HOUSTON","TX","77089","HARRIS",832-462-3317,"Registered Child-Care Home","Registered",1/14/2008,12,"","343121","","Y","Y","Y","Y"
"1718603","","Trasandra Lewis","5643 CONDON LN ","HOUSTON","TX","77053","FORT BEND",281-919-7785,"Registered Child-Care Home","Full Permit",3/31/2021,6,"","1372957","","N","Y","Y","Y"
"1206247","","Trasheena Nicole Sherrod","5011 COLONY HURST TRL ","SPRING","TX","77373","HARRIS",281-995-6741,"Registered Child-Care Home","Registered",10/21/2010,12,"Resting01place@aol.com","734972","","Y","Y","Y","Y"
"553290","","Travesuras Home Day Care","14008 GLENOSA DR ","HORIZON CITY","TX","79928","EL PASO",915-852-4980,"Licensed Child-Care Home","Full Permit",3/16/2001,12,"","168671","","Y","Y","Y","Y"
"1533462","","Travis High School Child Development Center","1314 E OLTORF ST ","AUSTIN","TX","78704","TRAVIS",512-326-1452,"Licensed Center - Child Care Program","Full Permit",2/25/2014,34,"rosie.coleman@austinisd.org","1135905","","Y","Y","Y","N"
"867426","","Treasure Cove","22765 WESTHEIMER PKWY ","KATY","TX","77450","FORT BEND",281-395-3950,"Licensed Center - Child Care Program","Full Permit",5/16/2007,117,"jen@thefellowship.org","307883","","Y","Y","Y","Y"
"1501896","","Treasured Times Childcare and Pre-School, LLC","111 N COMMERCE ST ","MADISONVILLE","TX","77864","MADISON",936-348-2598,"Licensed Center - Child Care Program","Full Permit",11/6/2012,41,"beth.josh@live.com","1096179","","Y","Y","Y","Y"
"1478406","","Treasures Chest Learning Center","2929 FOREST AVE ","FORT WORTH","TX","76112","TARRANT",817-457-3364,"Licensed Center - Child Care Program","Full Permit",9/16/2013,109,"","1066508","","Y","Y","Y","Y"
"1676893","","Tree Frogz Academy","411 W JACKSON ST ","EL CAMPO","TX","77437","WHARTON",979-543-3764,"Licensed Center - Child Care Program","Full Permit",12/4/2018,65,"","1310300","","Y","Y","Y","Y"
"911988","","Tree House Academy","2334 PECAN PARK DR ","RICHMOND","TX","77406","FORT BEND",832-595-8500,"Licensed Center - Child Care Program","Full Permit",5/4/2009,171,"","373840","","Y","Y","Y","Y"
"1424746","","Tree House Academy","8001 MATLOCK RD ","ARLINGTON","TX","76002","TARRANT",817-417-8955,"Licensed Center - Child Care Program","Full Permit",5/7/2012,202,"arlington@treehouseacademy.org","997870","","Y","Y","Y","Y"
"849737","","Tree House Academy","2301 FM 2181 ","CORINTH","TX","76210","DENTON",940-498-0133,"Licensed Center - Child Care Program","Full Permit",8/28/2006,270,"corinth@treehouseacademy.org","273400","","Y","Y","Y","Y"
"1700923","","Tree House Afterschool Program","422 W WASHINGTON ST ","STEPHENVILLE","TX","76401","ERATH",254-965-9756,"Licensed Center - Before/After School Program","Full Permit",12/16/2020,47,"rlpate@embarqmail.com","1344697","","N","N","N","Y"
"839523","9091","Tree House Children's Academy  82nd Street","2504 82ND ST ","LUBBOCK","TX","79423","LUBBOCK",806-745-3377,"Licensed Center - Child Care Program","Full Permit",12/15/2004,194,"stacedjones@me.com","251299","","Y","Y","Y","Y"
"1628940","9091","Tree House Children's Academy - 13th Street","5211 13TH ST ","LUBBOCK","TX","79416","LUBBOCK",806-799-4661,"Licensed Center - Child Care Program","Full Permit",12/15/2016,110,"","1248832","","Y","Y","Y","Y"
"1659560","9091","Tree House Children's Academy - Frankford","5044 FRANKFORD AVE STE 700","LUBBOCK","TX","79424","LUBBOCK",806-776-0834,"Licensed Center - Child Care Program","Full Permit",2/20/2018,105,"","1285972","","Y","Y","Y","Y"
"1509743","9091","Tree House Children's Academy - Indiana","3309 101ST ST UNIT B","LUBBOCK","TX","79423","LUBBOCK",806-771-2626,"Licensed Center - Child Care Program","Full Permit",8/30/2013,100,"thca@treehouseca.com","1105457","","Y","Y","Y","Y"
